MeSH Code,UMLS Code
D051474,C0032768
D020428,C0751930
D049970,C1563709
D008269,C0271178
D020256,C0600518
D015868,C0030593
D004842,C0014588
D052858,C0010695
D008069,C0023804
D052496,C1720859
D055677,C0860549
D006994,C0376185
D005715,C0030662
D020852,C0752235
D020953,C0752342
D008976,C0026393
D018702,C0242917
D018353,C0206751
D016766,C0085306
D016263,C0078911
D016182,C0080323
D011648,C0034049
D004011,C0012102
D008924,C0026229
D015472,C0023439
D008637,C0025464
D018200,C0206627
D005870,C0017525
D018222,C0079218
D018223,C0206647
D013005,C0037661
D016518,C0027832
D008039,C0023743
D018279,C0206696
D018297,C1333190
D018317,C0751689
D018322,C0206731
D003123,C1333990
D003230,C0009761
D008444,C0024958
D053578,C1096154
D004057,C0020498
D017237,C0162666
D020391,C0238288
D020514,C0238358
D015155,C0014863
D045723,C0917875
D046729,C0238067
D011349,C0033246
D005244,C0015734
D044483,C1257915
D046248,C1867403
D017119,C0162566
D046350,C0162532
D019512,C0376670
D010483,C0031028
D055154,C0454545
D006872,C0020303
D020182,C0475712
D053120,C1720922
D020961,C0752347
D020216,C0751817
D015840,C0271371
D055952,C0271270
D015417,C0019816
D006623,C0019562
D020336,C0037771
D004408,C0013378
D020427,C0270810
D016878,C0085404
D020920,C0752289
D015812,C0017605
D015841,C0014306
D001449,C0004698
D053202,C0150045
D054068,C0085642
D016107,C0079293
D009335,C0027538
D012594,C0263409
D017492,C0022603
D000274,C0001529
D004936,C0014854
D016672,C0085232
D046449,C0178282
D014102,C1956418
D006431,C0018994
D049291,C0262627
D008446,C0024961
D020339,C0751910
D015624,C0022972
D006409,C0018948
D013606,C0751543
D016715,C0085261
D009837,C0279070
D002275,C0007093
D013330,C0038478
D003528,C0010606
D013798,C0039747
D009808,C0027657
D008539,C0025184
D020234,C0751836
D001248,C0004095
D009755,C0028077
D050035,C1563718
D008185,C0024164
D006362,C0018854
D008338,C0024693
D018201,C1332965
D038062,C0749794
D018269,C0206687
D006491,C0019123
D004774,C0014390
D054143,C1135191
D031221,C0159970
D017497,C0162836
D014008,C0040259
D045888,C1258666
D013581,C0085648
D054218,C1961099
D018198,C0206625
D017624,C0206115
D018205,C0206631
D018249,C1510502
D018282,C0206699
D010145,C0030186
D018309,C0206722
D018310,C0206723
D058922,C0278601
D004701,C1704374
D018761,C0025267
D012468,C0220636
D010307,C0747273
D015174,C0014536
D046150,C0271568
D007714,C0022738
D058631,C0238402
D001849,C0005942
D003649,C0011085
D010008,C0029421
D017887,C0206366
D007569,C0022360
D046788,C0877149
D013716,C0039516
D041761,C0947622
D057868,C0919691
D004383,C0013299
D005401,C4759657
D011538,C0033775
D058625,C0745744
D046768,C0027773
D010520,C0031106
D013224,C0038218
D002925,C0008780
D018467,C0242676
D000550,C0750903
D020159,C0175683
D020762,C0752132
D019585,C0751731
D034081,C1135993
D020759,C0221069
D020417,C0700501
D020421,C0234329
D056769,C0268425
D019575,C0858621
D013631,C0751544
D017593,C0206085
D020447,C0751946
D005130,C0015402
D004483,C0013592
D015814,C0028841
D047728,C0154778
D012170,C0154841
D010411,C0030848
D006060,C0018055
D014525,C1720814
D053206,C0270327
D002640,C0008043
D003914,C0011813
D054092,C0016522
D002313,C0007196
D054059,C0151814
D023903,C0948480
D054070,C0277919
D011186,C0032807
D025861,C0852077
D020016,C0600433
D054868,C1956093
D014972,C0043324
D044148,C0398368
D052456,C1704429
D006995,C0020597
D000153,C0001145
D007402,C0021807
D012875,C0037279
D002128,C0006705
D020315,C0577628
D003859,C0011548
D056887,C0877015
D012422,C0035956
D007446,C0021943
D017439,C0162810
D001134,C0003794
D018253,C0206674
D018267,C0206685
D042883,C0701818
D008313,C0399526
D017213,C0162644
D009471,C0027873
D020209,C0273483
D029242,C0917796
D013479,C0038833
D005166,C0015499
D013273,C0038355
D049912,C0346302
D006530,C0019212
D020203,C0751802
D019571,C0349788
D001028,C0003516
D001159,C0003843
D013611,C0039232
D013613,C0039235
D021921,C0003499
D014264,C0040963
D018455,C0242666
D011052,C0032372
D014860,C3665596
D006223,C0265326
D012207,C0035411
D012587,C0036400
D012222,C0035459
D020918,C0458219
D003117,C0155015
D006988,C0020581
D014847,C0042996
D007979,C0023569
D018785,C0243002
D001020,C0340375
D011662,C0034084
D020151,C0398625
D013436,C0038732
D008200,C0024214
D014428,C0041428
D000474,C0002066
D015776,C0022584
D001129,C0003782
D009794,C0028817
D013985,C0040197
D012421,C3203359
D009878,C0339166
D010202,C0030332
D012226,C0035468
D002602,C0007947
D054312,C0085568
D005667,C0242301
D010304,C0030578
D006522,C0019191
D015822,C0015406
D007897,C1328252
D017824,C0152244
D003803,C0011428
D010509,C0031087
D011842,C0034543
D008639,C0025467
D010310,C0030584
D011151,C0032650
D008204,C0024224
D012751,C0036920
D018208,C0206634
D002804,C0008441
D034701,C1136033
D018214,C0206640
D015831,C0029423
D018218,C0206643
D054363,C0334511
D018228,C0206652
D018233,C0206656
D018236,C0206659
D018304,C0206717
D018262,C0206681
D018280,C0206697
D018294,C0206766
D018296,C0206711
D018324,C0206733
D018325,C0751692
D000564,C0002448
D050398,C0334556
D009918,C0029185
D019292,C0376527
D013362,C0038554
D015192,C0021432
D005185,C0015558
D007971,C0023531
D014983,C0043346
D006972,C0020534
D013580,C0039093
D004687,C0014084
D008557,C0025239
D000387,C0001860
D013169,C0038018
D006226,C0018564
D012215,C0003960
D058566,C2936445
D015838,C0029427
D006833,C1253936
D007594,C0022411
D013586,C0039106
D004387,C4082974
D012003,C0205929
D008309,C0024633
D044504,C0343387
D012005,C0034888
D017121,C0162569
D046351,C0162568
D005150,C0015458
D002613,C0007971
D008556,C0025235
D016155,C0079943
D003751,C0011361
D005884,C0017565
D057873,C2936258
D008882,C0026103
D012465,C0036089
D015494,C0036091
D014063,C0040412
D003805,C0011430
D002012,C0006325
D003788,C0011405
D003790,C2717739
D003809,C0011434
D011671,C0034103
D014079,C0040438
D014082,C0040441
D015521,C0015029
D018159,C0206586
D010032,C0029878
D018058,C0206504
D008538,C0025183
D006250,C0018609
D005733,C0017083
D003616,C3887633
D020526,C0455718
D020225,C0751824
D050798,C1262087
D020210,C0560651
D020222,C0161407
D020221,C0751822
D020235,C0751838
D010591,C0031315
D018437,C0751693
D015877,C0026205
D020425,C0542141
D013641,C0039319
D020424,C0154743
D011625,C4520843
D003317,C0024439
D005642,C0016781
D001764,C0005747
D007767,C0022906
D007905,C0023308
D016727,C0085270
D019315,C0302497
D000793,C0002982
D018630,C0242852
D014603,C0042161
D007500,C0022081
D009879,C0029077
D015867,C0042166
D006398,C1262061
D001446,C0004690
D010688,C0031538
D010263,C0030483
D014548,C0042021
D018856,C0282488
D002575,C0007860
D007724,C0022783
D056824,C0919631
D011694,C0034151
D029503,C1260899
D000746,C0002882
D005236,C0015702
D020152,C3658294
D058252,C1275339
D011535,C0033770
D016538,C0085132
D019294,C0238052
D007645,C0025221
D010214,C2713394
D056684,C0221348
D000652,C0002636
D017441,C0162812
D015435,C0030327
D000507,C0002173
D053718,C0263390
D045745,C0748540
D011040,C0032342
D054989,C1619692
D006837,C0020241
D017443,C0162817
D003527,C0010598
D003289,C0009940
D017789,C0206260
D046748,C0877172
D014855,C0043020
D005126,C0015395
D015807,C0015409
D008440,C0024953
D015051,C0043540
D025981,C0281865
D044584,C1176475
D018860,C0282492
D054318,C0232347
D004891,C0014741
D018224,C0206648
D004413,C0013393
D012779,C0024507
D014137,C0040587
D015619,C0035238
D020140,C0751738
D005645,C0268221
D056830,C2717907
D018880,C0033036
D011226,C0032915
D009008,C2713367
D017092,C0162530
D010874,C0031946
D015001,C0043388
D012227,C0035469
D018241,C0684337
D000239,C0001433
D002636,C0008029
D010985,C0032209
D009261,C0027341
D005156,C0015467
D009912,C0029166
D003741,C0011346
D007729,C0022802
D009461,C0027854
D006423,C0271202
D006871,C0020302
D005132,C0015411
D000750,C0002890
D015811,C0022079
D012797,C0037033
D002832,C0008522
D007906,C0023309
D015355,C0017609
D057066,C0152136
D041441,C0271091
D013915,C0040015
D020333,C0040381
D058447,C0151827
D007499,C0022078
D055955,C2717757
D055985,C1609538
D014010,C0040262
D045464,C1258039
D005925,C3494181
D020364,C0270932
D055752,C0149925
D019534,C0376685
D049310,C0751336
D018979,C0751713
D002054,C0006430
D019569,C0751726
D010497,C0031055
D001044,C0264598
D055008,C0003165
D020528,C0393665
D054972,C1299624
D013494,C0038868
D038223,C0546983
D051270,C0752150
D051302,C0393743
D051271,C0752146
D056784,C0270612
D020821,C0393598
D020179,C0231311
D003147,C0751050
D000381,C0001825
D000849,C0750915
D015875,C0751612
D020189,C0751774
D007638,C0022575
D008594,C0025322
D021922,C0012628
D056648,C2717865
D007960,C0023510
D005878,C0017551
D017496,C0162835
D052497,C0221032
D040701,C0236816
D004688,C0014089
D010025,C0029461
D000314,C0001630
D010580,C0031269
D020206,C0475073
D049188,C0086468
D029597,C4551647
D007946,C0023461
D034801,C2242987
D001079,C0003650
D010178,C0549471
D048550,C1306571
D015845,C0751611
D053447,C1720983
D007625,C0022541
D004310,C1956413
D001023,C0003505
D005352,C0016052
D002178,C0006845
D014009,C0040261
D006800,C0020091
D054066,C1955860
D017676,C0206139
D012223,C0035460
D005168,C0015503
D005171,C0015519
D005177,C0015530
D034321,C0853030
D016750,C0085292
D020429,C0751932
D007925,C0023370
D018438,C0242645
D020083,C0263859
D020828,C0033790
D011305,C0033075
D007088,C0751246
D009208,C0027070
D005926,C0017672
D013106,C0037899
D004411,C0751091
D000377,C0001816
D005862,C0017494
D002573,C0751033
D003414,C0010324
D002781,C0008373
D009667,C0028431
D018424,C0155490
D046089,C0155552
D020214,C0751814
D004370,C0994516
D002558,C0751026
D020205,C0751810
D056364,C0333157
D020288,C0205770
D020955,C0270733
D006211,C0018523
D020243,C0751843
D009072,C0026654
D020299,C0751892
D057174,C0751072
D020232,C0270707
D020191,C0751776
D017036,C0085543
D020240,C0234523
D053591,C0751136
D005254,C0015765
D016583,C0085165
D015491,C0020102
D012897,C0037341
D020809,C0752184
D018206,C0206632
D054364,C1266119
D018303,C0751678
D018306,C1622510
D018305,C0206718
D018286,C0206703
D018329,C0334448
D016545,C0085138
D055009,C1261380
D017243,C0162672
D020967,C0221055
D000567,C0002452
D006313,C0018776
D020279,C0751877
D020371,C0751914
D020143,C0268274
D015325,C0034345
D020201,C0751798
D002527,C0007761
D014854,C0043019
D016657,C0085220
D020192,C0751783
D019150,C0270724
D020758,C0752128
D015418,C0029125
D001184,C0566625
D020385,C0684219
D020294,C0751882
D017772,C0751660
D020184,C0751765
D015783,C0003076
D009100,C0026755
D028921,C0220754
D008363,C0024748
D030401,C0268237
D020751,C0236970
D055756,C0220654
D003966,C0011989
D034062,C0206042
D054082,C1879312
D053306,C1720956
D021182,C0949570
D052879,C0221065
D006616,C0019553
D005351,C0016049
D008065,C0023795
D020188,C0456511
D054546,C0393576
D001039,C0454573
D020183,C0393777
D016888,C0085411
D018229,C0206653
D009958,C0026363
D053684,C0149870
D052582,C0410060
D000874,C0003164
D020938,C0752323
D020436,C0152180
D046608,C0234362
D020921,C0752295
D016111,C0037231
D053632,C1279481
D055191,C4042763
D049068,C1450010
D014681,C0042454
D020432,C0271375
D000839,C0003078
D018887,C0282512
D006610,C0019537
D004454,C0013528
D058674,C1516516
D020941,C0158982
D018888,C0282513
D016569,C0005744
D018319,C0751690
D020186,C0393774
D020937,C0278188
D020922,C0456512
D016114,C0079588
D007222,C0021268
D017094,C0162533
D012001,C0034880
D001041,C0454575
D029593,C0022387
D005391,C0003824
D046649,C0751194
D014086,C0040445
D014084,C0040443
D004863,C0014670
D020146,C1956234
D055534,C1839259
D018602,C0026139
D020314,C0729544
D018211,C0206637
D037801,C0158461
D020338,C0395932
D056768,C1850386
D015324,C0034341
D054319,C0238265
D057178,C0751706
D018886,C0234471
D055964,C2717760
D015799,C0018425
D049932,C0398791
D010378,C0030764
D053608,C0234447
D010260,C0030477
D010324,C0030631
D002194,C0006895
D014190,C0040774
D020238,C0234512
D025064,C0949683
D003193,C0086040
D020237,C0751840
D006315,C0018779
D054091,C1848213
D015794,C0008525
D006053,C0265240
D058165,C2936346
D054062,C1955603
D052245,C0271097
D046088,C2607947
D019962,C0525043
D004819,C0014522
D001935,C0006131
D018238,C0206661
D007576,C0022367
D019767,C0524948
D009957,C0029293
D005886,C0017567
D005889,C0236001
D003811,C0011436
D024343,C0266061
D028243,C1527338
D020324,C0233795
D052159,C0950122
D044905,C4048196
D020204,C0751807
D057177,C2718017
D020435,C0751941
D018295,C0751676
D015467,C0023481
D020207,C0394016
D016697,C0017409
D011227,C1956255
D012753,C0036939
D054908,C1827301
D014007,C0040254
D018315,C0281328
D005358,C0016064
D046648,C0475060
D020943,C0752330
D052958,C0520720
D049248,C0152232
D019351,C0376551
D047508,C0001364
D009625,C0028271
D020165,C0751753
D056728,C1264040
D018240,C0014145
D043604,C0474820
D020513,C0238357
D044542,C0175704
D020765,C0752137
D038921,C0265252
D006399,C0018934
D054084,C0948355
D054138,C1955864
D017574,C0206068
D054139,C0242514
D013615,C0039238
D016170,C0078888
D054970,C0393911
D020757,C0149793
D055956,C2717758
D051299,C0751188
D020265,C0751862
D016117,C0078917
D015858,C0003081
D018308,C0206721
D020255,C0042907
D005084,C0015269
D005489,C0016395
D018902,C0282529
D008265,C0024433
D029461,C0342853
D020431,C0751937
D010981,C0032197
D018404,C0242621
D016716,C0085262
D006014,C0017926
D003232,C0009765
D046628,C0878588
D008865,C0026034
D056650,C0406670
D005175,C0015526
D017486,C0175167
D010023,C0029455
D056730,C0175693
D054877,C1956097
D031368,C1135841
D016180,C0079680
D018204,C0206765
D018215,C0029417
D020787,C1956261
D052120,C0878677
D001405,C0034935
D020260,C0751850
D053207,C0270328
D050030,C1563715
D054853,C0221011
D053307,C0398689
D016110,C0080333
D006015,C0017927
D054069,C1856401
D009263,C0027343
D054039,C0406209
D019080,C0221263
D006461,C0019054
D017759,C0206230
D011045,C0032357
D036982,C0158322
D006960,C3541458
D014263,C0040962
D046730,C0400822
D018220,C0206645
D005736,C0017097
D004368,C0085784
D009914,C0029172
D001447,C0004692
D008219,C0024286
D015823,C0000880
D004030,C0276791
D007570,C0022361
D004934,C0014851
D054429,C0349639
D000235,C0001429
D018210,C0206636
D018321,C0206730
D018217,C0206642
D018225,C0206649
D016586,C0085167
D018250,C0206671
D018265,C0206683
D018301,C3714739
D018365,C0543478
D055623,C0022602
D030981,C0917990
D010002,C0029405
D054850,C1956089
D015218,C0020499
D055034,C0029429
D046789,C0008475
D020857,C0752242
D020859,C0264134
D037061,C0025587
D053682,C0158329
D053706,C0267539
D014782,C0042783
D019896,C0221757
D017823,C0206306
D005888,C0017571
D003807,C0011432
D056586,C0742343
D008878,C0026069
D020721,C0752089
D052537,C0268243
D051303,C1565172
D051298,C0458101
D055958,C0458224
D053421,C1363854
D004479,C0013581
D017889,C0206368
D002579,C0007869
D007973,C0023533
D014624,C0042253
D054515,C0269084
D046548,C0238442
D053549,C1721007
D016109,C0079301
D016460,C0085074
D011146,C0032633
D010241,C0030436
D018459,C0023652
D052476,C1704299
D008398,C0024862
D012448,C0036913
D002388,C0007397
D011475,C3179278
D057068,C2609162
D058745,C1262206
D005409,C0016196
D047868,C1334455
D055035,C0477611
D055111,C1963763
D031845,C0917715
D038061,C0431943
D010916,C0032027
D000197,C0001264
D002485,C0007659
D009810,C0205865
D057887,C1305740
D020254,C0155930
D003387,C0010261
D014097,C0040458
D000237,C0001431
D046349,C0162531
D056806,C0154246
D015594,C0029128
D020779,C0266494
D001746,C0005689
D056124,C2316166
D052178,C0085988
D019553,C0376699
D002820,C0008493
D000694,C0002757
D013365,C0038558
D007691,C0022681
D013577,C0039082
D057096,C2717988
D012467,C0036094
D019280,C0265234
D009236,C0027155
D012006,C0034895
D018804,C0243025
D018243,C0206664
D018289,C0206706
D016137,C0037917
D057867,C1504464
D050805,C0272414
D011391,C0033377
D018230,C0086533
D015826,C0023003
D056735,C1846545
D002281,C0007118
D055092,C0264303
D006102,C0018196
D054080,C1562503
D002578,C0007868
D010249,C0030455
D001478,C0004779
D057129,C0544008
D054514,C0266568
D018814,C0025269
D058405,C0281508
D017600,C0206094
D014685,C0042465
D000708,C0002793
D020167,C0268553
D054221,C1955870
D057049,C2717961
D056693,C0268579
D054880,C0268225
D002007,C0302363
D018292,C0010636
D007757,C0022882
D018185,C0206614
D018330,C0206737
D050174,C1563751
D043171,C1257826
D020132,C0600498
D054438,C1292772
D001112,C0003742
D015593,C0035312
D023961,C0685837
D001606,C2713537
D016113,C0079583
D016112,C0079584
D017499,C0162838
D008151,C0024054
D053359,C1720965
D004416,C0205747
D017622,C0206114
D003719,C0011320
D006936,C0020441
D012181,C0035352
D017488,C0079153
D017191,C0686715
D021181,C0559469
D017169,C0751649
D015829,C0042168
D017043,C0007933
D018251,C0206672
D057826,C1842914
D057108,C2717990
D057130,C3540662
D056833,C0730328
D057135,C2237660
D058499,C0854723
D058456,C0154832
D017515,C0032026
D054119,C0003706
D058457,C0221259
D022861,C0079504
D055622,C2350476
D058442,C1306068
D057092,C1536085
D055496,C0695242
D046151,C0266284
D018234,C0206657
D006557,C0019338
D006100,C0018190
D021865,C0311386
D054685,C1292753
D018195,C0001442
D001948,C1563725
D054973,C1333068
D018261,C0206680
D018273,C1328479
D015408,C0017150
D007725,C0022790
D017562,C0524781
D016154,C0079238
D046728,C0400821
D029481,C0008677
D050090,C0266361
D053018,C0034216
D056828,C1857728
D015318,C0016752
D018176,C0206607
D005497,C0016427
D018199,C1334603
D020141,C0600502
D053039,C0041952
D057770,C2745948
D057072,C0332715
D057765,C0341106
D056989,C0264700
D058686,C1610620
D058426,C2936381
D003763,C0011378
D057973,C0878681
D006175,C0156372
D055954,C2717756
D004767,C0014371
D019960,C0013895
D029021,C0949885
D004682,C0014073
D001357,C0086942
D054067,C1959620
D007160,C0021070
D014064,C0040414
D057085,C2717979
D020150,C0264746
D055090,C0948187
D051516,C0149707
D015229,C0036918
D018266,C0206684
D055089,C0340231
D055091,C0264353
D055963,C1319853
D001607,C0005138
D004654,C0014014
D018298,C0206712
D058565,C2936443
D005671,C3494175
D058734,C0232100
D054975,C0265220
D008644,C0025476
D012224,C0035466
D049328,C0265985
D018332,C0206739
D019701,C0524911
D057792,C0267878
D058568,C0221243
D002862,C0008582
D014323,C0041170
D056266,C0265961
D016506,C0085106
D017513,C0162849
D005588,C0016632
D004894,C0014752
D010854,C0031898
D006483,C1138371
D055652,C0272302
D030321,C0950121
D050379,C0878486
D020157,C0751746
D013231,C0038235
D055031,C0948031
D036821,C0334486
D054882,C1860042
D058489,C0238394
D019588,C0231341
D001247,C0004093
D005334,C0015967
D005335,C0015970
D018614,C0242843
D007035,C0274285
D001835,C0005910
D001724,C0005612
D001836,C0005911
D015430,C0043094
D015431,C1262477
D004614,C0013911
D002100,C0006625
D020567,C0751992
D050177,C0497406
D013851,C0041667
D023341,C0085593
D003490,C0010520
D004487,C0013604
D005221,C0086525
D005222,C0015676
D005262,C0015799
D005316,C0015930
D005483,C0016382
D006337,C0232255
D054160,C0277910
D019584,C0600142
D051346,C1565249
D009041,C0026603
D018489,C0242700
D019954,C0525041
D011602,C0033931
D015746,C0000737
D000006,C0000727
D003085,C0000729
D056844,C0152169
D002637,C0008031
D021501,C0423640
D017699,C0030794
D019591,C0684343
D045262,C0206160
D000334,C0001707
D000855,C0003123
D003248,C1257861
D003967,C0011991
D003968,C0011992
D004415,C0013395
D004884,C0014724
D005414,C0016204
D005683,C0016927
D006209,C0018520
D006356,C0018834
D006606,C0019521
D006963,C0020505
D002032,C0006370
D009325,C0027497
D014839,C0042963
D014840,C0042964
D006935,C0020440
D018496,C0242706
D016857,C0085383
D012135,C0032230
D012913,C0037384
D012912,C0037383
D012877,C0037285
D010167,C0030232
D057896,C0152459
D053159,C0013428
D053565,C0020438
D053158,C0028734
D053448,C0242453
D053584,C1313921
D014770,C1452968
D018290,C0206708
